,id,type,xyz,cif,smiles,structure_metadata,doi,orca_out,orca_xyz,singlet_energy,triplet_energy,quintet_energy,journal
207,MOCSUS,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MOCSUS_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MOCSUS.cif,[Co]123(N(=O)=O)n4c5ccc4C(=C4[N]1=C(C(=c1ccc(=C(C6=[N]3C(=C5c3ccccc3)C=C6)c3ccccc3)n21)[C]1[C@H]2[CH][CH][C@H]2[CH][C@@H]2[C@H]1[CH][CH]2)C=C4)c1ccccc1,"{""audit_creation_date"": ""2002-08-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MOCSUS"", ""database_code_depnum_ccdc_archive"": ""CCDC 183770"", ""chemical_formula_sum"": ""C50 H34 Co1 N5 O2"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2002"", ""journal_page_first"": ""m162"", ""journal_name_full"": ""Acta Crystallogr.,Sect.E:Struct.Rep.Online "", ""publ_author_name"": [""S.Ohba"", ""H.Seki""]}",10.1107/s1600536802005160,,,,-3651.34342841604,-3651.310205883951,"Acta Crystallogr.,Sect.E:Struct.Rep.Online "
208,MOKHIF,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MOKHIF_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MOKHIF.cif,c12ccc3C(=C4C=CC5=[N]4[Rh]4(CCC)([N]6=C(C(=c7ccc(=C5c5ccccc5)n47)c4ccccc4)C=CC6=C2c2ccccc2)n13)c1ccccc1,"{""audit_creation_date"": ""2014-08-08"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MOKHIF"", ""database_code_depnum_ccdc_archive"": ""CCDC 1018630"", ""chemical_formula_sum"": ""C47 H35 N4 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""33"", ""journal_year"": ""2014"", ""journal_page_first"": ""3757"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""S.J.Thompson"", ""Guangbin Dong""]}",10.1021/om500438s,,,-2138.356127295086,-2138.284669216485,-2138.211835959884,Organometallics 
209,MORZIE,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MORZIE_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MORZIE.cif,[Ir]123(c4ccccc4F)(n4c5=C(C6=[N]3C(=C(c3ccc(C(=C7C=CC(=[N]17)C(=c4cc5)c1ccc(cc1)C)c1ccc(cc1)C)n23)c1ccc(cc1)C)C=C6)c1ccc(cc1)C)[O],"{""audit_creation_date"": ""2015-01-23"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MORZIE"", ""database_code_depnum_ccdc_archive"": ""CCDC 1045264"", ""chemical_formula_sum"": ""C54 H42 F1 Ir1 N4 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""33"", ""journal_year"": ""2014"", ""journal_page_first"": ""7059"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""Bao Zhu Li"", ""Ying Ying Qian"", ""Jianwen Liu"", ""Kin Shing Chan""]}",10.1021/om5005594,,,-2576.339725656386,-2576.352358060644,-2576.289200439285,Organometallics 
210,MOWNUK,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MOWNUK_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MOWNUK.cif,[Pd@@]123[N]4=C5C(=C(C4=C(c4n3c(C(=C3C(=C(C(=[N]23)C(=c2c(c(c(=C5c3ccc(cc3)F)n12)CC)CC)c1ccc(cc1)F)CC)CC)c1ccc(F)cc1)c(c4CC)CC)c1ccc(cc1)F)CC)CC,"{""audit_creation_date"": ""2019-11-14"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MOWNUK"", ""database_code_depnum_ccdc_archive"": ""CCDC 1920952"", ""chemical_formula_sum"": ""C60 H56 F4 N4 Pd1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2019"", ""journal_page_first"": ""15769"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""K.J.Flanagan"", ""B.Twamley"", ""M.O.Senge""]}",10.1021/acs.inorgchem.9b01963,,,-3061.990659775248,-3061.918973771592,-3061.855828658497,Inorg.Chem. 
211,MOWPEW,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MOWPEW_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MOWPEW.cif,c12=C(C3=[N]4C(=C(c5n6c(C(=C7C(=C(C8=[N]7[Ni@]46n2c(=C8c2ccc(cc2)F)c(c1CC)CC)CC)CC)c1ccc(cc1)F)c(c5CC)CC)c1ccc(F)cc1)C(=C3CC)CC)c1ccc(cc1)F,"{""audit_creation_date"": ""2019-11-14"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MOWPEW"", ""database_code_depnum_ccdc_archive"": ""CCDC 1920954"", ""chemical_formula_sum"": ""C60 H56 F4 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2019"", ""journal_page_first"": ""15769"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""K.J.Flanagan"", ""B.Twamley"", ""M.O.Senge""]}",10.1021/acs.inorgchem.9b01963,,,-4442.194049657969,-4442.171291438123,-4442.105485530967,Inorg.Chem. 
212,MOWPOG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MOWPOG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MOWPOG.cif,Brc1ccc(C2=c3c(c(c4=C(C5=[N]6C(=C(c7ccc(Br)cc7)c7c(c(c8C(=C9C(=C(C2=[N]9[Ni@@]6(n34)n78)CC)CC)c2ccc(cc2)Br)CC)CC)C(=C5CC)CC)c2ccc(cc2)Br)CC)CC)cc1,"{""audit_creation_date"": ""2019-11-14"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MOWPOG"", ""database_code_depnum_ccdc_archive"": ""CCDC 1920956"", ""chemical_formula_sum"": ""C61 H58 Br4 Cl2 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2019"", ""journal_page_first"": ""15769"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""K.J.Flanagan"", ""B.Twamley"", ""M.O.Senge""]}",10.1021/acs.inorgchem.9b01963,,,-14338.48217741016,-14338.457331777467,-14338.391635264372,Inorg.Chem. 
213,MUGLIM,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MUGLIM_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MUGLIM.cif,c1c(ccc(C2=C3[N]4=C(C(=c5ccc6=C(C7=[N]8[Ni@]4(n56)n4c(ccc24)C(=C8C=C7)c2ccc(cc2)NC(=O)C)c2ccc(cc2)NC(=O)C)c2ccc(NC(=O)C)cc2)C=C3)c1)NC(=O)C,"{""audit_creation_date"": ""2020-03-26"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MUGLIM"", ""database_code_depnum_ccdc_archive"": ""CCDC 1940794"", ""chemical_formula_sum"": ""C52 H40 N8 Ni1 O4"", ""chemical_formula_moiety"": """", ""journal_volume"": ""59"", ""journal_year"": ""2020"", ""journal_page_first"": ""8941"", ""journal_name_full"": ""Angew.Chem.,Int.Ed. "", ""publ_author_name"": [""Xiaojun Guo"", ""Ni Wang"", ""Xialiang Li"", ""Zongyao Zhang"", ""Jianping Zhao"", ""Wanjie Ren"", ""Shuping Ding"", ""Gelun Xu"", ""Jianfeng Li"", ""U.-P.Apfel"", ""Wei Zhang"", ""Rui Cao""]}",10.1002/anie.202082811,,,-4248.762157519556,-4248.74393840448,-4248.676643833324,"Angew.Chem.,Int.Ed. "
214,MUHKAC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MUHKAC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MUHKAC.cif,c1cc2=C(C3=[N]4C(=C(c5ccc6C(=C7[N]8=C(C=C7)C(=c1n2[Ru]48([C][O])([CH][Si](C)(C)C)n56)c1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1)c1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1)c1c(cc(c2ccccc2)cc1c1ccccc1)c1ccccc1)C=C3)c1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""2010-06-29"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MUHKAC"", ""database_code_depnum_ccdc_archive"": ""CCDC 627547"", ""chemical_formula_sum"": ""C128 H104 Cl2 N4 O3 Ru1 Si1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""15"", ""journal_year"": ""2009"", ""journal_page_first"": ""10707"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""Qing-Hai Deng"", ""Jian Chen"", ""Jie-Sheng Huang"", ""S.S.-Y.Chui"", ""Nianyong Zhu"", ""Guang-Yu Li"", ""Chi-Ming Che""]}",10.1002/chem.200901895,,,,,,Chem.-Eur.J. 
215,MUNJUA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MUNJUA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MUNJUA.cif,[Ni@@]123n4c5=C([Pt]([P](c6ccccc6)(c6ccccc6)c6ccccc6)([P](c6ccccc6)(c6ccccc6)c6ccccc6)Br)C6=[N]1C(=C(c1ccc(C=C7C=CC(=[N]27)C(=c4cc5)c2ccccc2)n31)c1ccccc1)C=C6,"{""audit_creation_date"": ""2003-02-20"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MUNJUA"", ""database_code_depnum_ccdc_archive"": ""CCDC 186869"", ""chemical_formula_sum"": ""C68.5 H50 Br1 Cl1 N4 Ni1 P2 Pt1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2002"", ""journal_page_first"": ""4497"", ""journal_name_full"": ""J.Chem.Soc.,Dalton Trans. "", ""publ_author_name"": [""M.J.Hodgson"", ""P.C.Healy"", ""M.L.Williams"", ""D.P.Arnold""]}",10.1039/b205295b,,,,,,"J.Chem.Soc.,Dalton Trans. "
216,MUNKEL,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MUNKEL_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MUNKEL.cif,[Pt](C1=c2ccc3=C(C4=[N]5C(=C(Br)c6ccc7C(=C8C=CC1=[N]8[Ni@@]5(n23)n67)c1ccccc1)C=C4)c1ccccc1)([P](c1ccccc1)(c1ccccc1)c1ccccc1)(Br)[P](c1ccccc1)(c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""2003-02-20"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MUNKEL"", ""database_code_depnum_ccdc_archive"": ""CCDC 186871"", ""chemical_formula_sum"": ""C68 H48 Br2 N4 Ni1 P2 Pt1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2002"", ""journal_page_first"": ""4497"", ""journal_name_full"": ""J.Chem.Soc.,Dalton Trans. "", ""publ_author_name"": [""M.J.Hodgson"", ""P.C.Healy"", ""M.L.Williams"", ""D.P.Arnold""]}",10.1039/b205295b,,,,,,"J.Chem.Soc.,Dalton Trans. "
217,MUQTUQ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/MUQTUQ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/MUQTUQ.cif,c1ccccc1COc1ccc(C2=c3ccc4=C(C5=[N]6[Zn@]7(n34)n3c(C(=C6C=C5)c4cc(OC)cc(OC)c4)ccc3C(=C3C=CC2=[N]73)c2cc(OC)cc(OC)c2)c2cc(OC)cc(OC)c2)cc1,"{""audit_creation_date"": ""2020-08-11"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""MUQTUQ"", ""database_code_depnum_ccdc_archive"": ""CCDC 2022749"", ""chemical_formula_sum"": ""C61 H55.4 N4 O9 Zn0.3"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2020"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""F.R.Fronczek""]}",10.30707/tlcsd4.3/jnxd4642,,,-4720.081374631691,-4720.017470493487,-4719.949716079979,CSD Communication(Private Communication) 
218,NACXIA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NACXIA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NACXIA.cif,O=N(=O)C1=C2C(=C(C3=[N]2[Fe]24([N]5=C(C(=C(C5=C(c5c(c(c1n45)CC)CC)N(=O)=O)CC)CC)C(=c1c(c(c(=C3N(=O)=O)n21)CC)CC)N(=O)=O)(N1[CH]C=C(C=C1)C#N)N1[CH]C=C(C=C1)C#N)CC)CC,"{""audit_creation_date"": ""2011-03-04"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NACXIA"", ""database_code_depnum_ccdc_archive"": ""CCDC 755823"", ""chemical_formula_sum"": ""C48 H48 Fe1 N12 O8"", ""chemical_formula_moiety"": """", ""journal_volume"": ""39"", ""journal_year"": ""2010"", ""journal_page_first"": ""5795"", ""journal_name_full"": ""Dalton Trans. "", ""publ_author_name"": [""R.Patra"", ""S.Bhowmik"", ""S.K.Ghosh"", ""S.P.Rath""]}",10.1039/b924742d,,,-4375.906011312727,-4375.864647379065,-4375.802668640553,Dalton Trans. 
219,NAFNUG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NAFNUG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NAFNUG.cif,c1c2=C(C3=[N]4C(=C(c5ccc(cc5)C)c5ccc6C(=C7C=CC8=[N]7[Ru]4(n2c(=C8c2ccc(cc2)C)c1)([N][O])(n56)OC(=O)[C@]1([Fe]2[C@@H]4C=C[C@H]2[CH]4)C=CC=C1)c1ccc(cc1)C)C=C3)c1ccc(cc1)C,"{""audit_creation_date"": ""2016-02-03"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NAFNUG"", ""database_code_depnum_ccdc_archive"": ""CCDC 1428263"", ""chemical_formula_sum"": ""C59 H45 Fe1 N5 O3 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2016"", ""journal_page_first"": ""509"", ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""D.Awasabisah"", ""Nan Xu"", ""K.P.S.Gautam"", ""D.R.Powell"", ""M.J.Shaw"", ""G.B.Richter-Addo""]}",10.1002/ejic.201501115,,,-4128.996837140266,,-4128.877562465963,Eur.J.Inorg.Chem. 
220,NANZEK,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NANZEK_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NANZEK.cif,[Zn]123(n4c5=C(C6=[N]1C(=C(c1ccc(C(=C7C=CC(=[N]37)C(=c4cc5)c3ccccc3)c3ccccc3)n21)c1ccccc1)C=C6)c1ccccc1)N1[CH]C=CC(=C1)Br,"{""audit_creation_date"": ""2017-03-20"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NANZEK"", ""database_code_depnum_ccdc_archive"": ""CCDC 1509180"", ""chemical_formula_sum"": ""C49 H32 Br1 N5 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""23"", ""journal_year"": ""2017"", ""journal_page_first"": ""5033"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""M.Kadri"", ""Jingran Hou"", ""V.Dorcet"", ""T.Roisnel"", ""L.Bechki"", ""A.Miloudi"", ""C.Bruneau"", ""R.Gramage-Doria""]}",10.1002/chem.201604780,,,-6509.773722594614,-6509.714205355686,-6509.645652498762,Chem.-Eur.J. 
221,NANZIO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NANZIO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NANZIO.cif,c1c(C2=C3C=CC4=[N]3[Zn]35(n6c2ccc6C(=C2C=CC(=[N]52)C(=c2ccc(=C4c4ccccc4)n32)c2ccccc2)c2ccccc2)N2[CH]C=C(C=C2)Br)cccc1,"{""audit_creation_date"": ""2017-03-20"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NANZIO"", ""database_code_depnum_ccdc_archive"": ""CCDC 1509181"", ""chemical_formula_sum"": ""C50 H33 Br1 Cl3 N5 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""23"", ""journal_year"": ""2017"", ""journal_page_first"": ""5033"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""M.Kadri"", ""Jingran Hou"", ""V.Dorcet"", ""T.Roisnel"", ""L.Bechki"", ""A.Miloudi"", ""C.Bruneau"", ""R.Gramage-Doria""]}",10.1002/chem.201604780,,,-6509.77517921316,-6509.71647254326,-6509.647876755575,Chem.-Eur.J. 
222,NAPJAR,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NAPJAR_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NAPJAR.cif,[Si](C#CC1=C(C2=[N]3[Ni@@]45n6c(=C(C7=[N]4C(=C(c4ccccc4)c4ccc(C(=C13)c1ccccc1)n54)C(=C7C#C[Si](C)(C)C)C#C[Si](C)(C)C)c1ccccc1)ccc6=C2c1ccccc1)C#C[Si](C)(C)C)(C)(C)C,"{""audit_creation_date"": ""2012-03-30"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NAPJAR"", ""database_code_depnum_ccdc_archive"": ""CCDC 825984"", ""chemical_formula_sum"": ""C67 H66 Cl6 N4 Ni1 Si4"", ""chemical_formula_moiety"": """", ""journal_volume"": ""17"", ""journal_year"": ""2011"", ""journal_page_first"": ""14539"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""L.J.K.Boerner"", ""S.Mazumder"", ""M.Pink"", ""Mu-Hyun Baik"", ""J.M.Zaleski""]}",10.1002/chem.201102488,,,-5355.067080478902,-5355.008478257221,-5354.987430170728,Chem.-Eur.J. 
223,NARDOA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NARDOA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NARDOA.cif,C12=C(c3ccc4C(=C5C=CC6=[N]5[Rh]5(CCN(Cc7ccccc7)Cc7ccccc7)(n34)[N]2=C(C=C1)C(=c1ccc(=C6c2ccc(cc2)C)n51)c1ccc(cc1)C)c1ccc(C)cc1)c1ccc(cc1)C,"{""audit_creation_date"": ""2005-09-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NARDOA"", ""database_code_depnum_ccdc_archive"": ""CCDC 274714"", ""chemical_formula_sum"": ""C64 H54 N5 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""24"", ""journal_year"": ""2005"", ""journal_page_first"": ""2561"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""Siu Kwan Yeung"", ""Kin Shing Chan""]}",10.1021/om0501475,,,-2851.148940626833,-2851.078160083858,-2851.005370073806,Organometallics 
224,NEDCOO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NEDCOO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NEDCOO.cif,C1=CC2=C([C@@H]3C(C)([C@@H]3C(=O)Oc3ccc(cc3)N(=O)=O)C)c3ccc4C(=C5C=CC6=[N]5[Zn]5(n7c(=C6[C@@H]6C(C)(C)[C@@H]6C(=O)Oc6ccc(cc6)N(=O)=O)ccc7=C([C@@H]6C(C)(C)[C@@H]6C(=O)Oc6ccc(cc6)N(=O)=O)C1=[N]25)(n34)N1[CH]C=CC=C1)[C@@H]1C(C)([C@@H]1C(=O)Oc1ccc(cc1)N(=O)=O)C,"{""audit_creation_date"": ""1998-04-14"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NEDCOO"", ""database_code_depnum_ccdc_archive"": ""CCDC 100301"", ""chemical_formula_sum"": ""C75.71 H66.42 Cl5.42 N9 O16 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""119"", ""journal_year"": ""1997"", ""journal_page_first"": ""12400"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.Mazzanti"", ""J.-C.Marchon"", ""Maoyu Shang"", ""W.R.Scheidt"", ""Songling Jia"", ""J.A.Shelnutt""]}",10.1021/ja972947f,,,,,,J.Am.Chem.Soc. 
225,NEFTUN01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NEFTUN01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NEFTUN01.cif,Clc1ccc(C2=C3[N]4=C(C(=c5ccc6=C(C7=[N]8[Os]4(n56)(n4c2ccc4C(=C8C=C7)c2ccc(cc2)Cl)([N]C(C)(C)C)[N]C(C)(C)C)c2ccc(cc2)Cl)c2ccc(Cl)cc2)C=C3)cc1,"{""audit_creation_date"": ""1998-07-09"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NEFTUN01"", ""database_code_depnum_ccdc_archive"": ""CCDC 1218168"", ""chemical_formula_sum"": ""C52 H42 Cl4 N6 Os1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""15"", ""journal_year"": ""1997"", ""journal_page_first"": ""1"", ""journal_name_full"": ""Chin.J.Chem. "", ""publ_author_name"": [""Zao-Ying Li"", ""Chi-Ming Che""]}",10.1021/ic961228j,,,-4262.580507567724,-4262.527330144415,-4262.467161765678,Chin.J.Chem. 
226,NEFTUN,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NEFTUN_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NEFTUN.cif,Clc1ccc(C2=C3[N]4=C(C(=c5ccc6=C(C7=[N]8[Os]4(n56)(n4c2ccc4C(=C8C=C7)c2ccc(cc2)Cl)([N]C(C)(C)C)[N]C(C)(C)C)c2ccc(cc2)Cl)c2ccc(Cl)cc2)C=C3)cc1,"{""audit_creation_date"": ""1998-04-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NEFTUN"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C52 H42 Cl4 N6 Os1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""36"", ""journal_year"": ""1997"", ""journal_page_first"": ""3064"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Zao-Ying Li"", ""Jie-Sheng Huang"", ""M.Chi-Wang Chan"", ""Kung-Kai Cheung"", ""Chi-Ming Che""]}",10.1021/ic961228j,,,-4262.580506550515,-4262.518471809786,-4262.467160177815,Inorg.Chem. 
227,NEMXOT,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NEMXOT_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NEMXOT.cif,c1cc2C(=C3C=CC4=[N]3[Ru]35([C][O])(n6c(=C4c4ccc(cc4)C(=O)O)ccc6=C(C4=[N]3C(=C(c1n25)c1ccc(cc1)C(=O)O)C=C4)c1ccc(cc1)C(=O)O)N1[CH]C=CC=C1)c1ccc(cc1)C(=O)O,"{""audit_creation_date"": ""2006-11-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NEMXOT"", ""database_code_depnum_ccdc_archive"": ""CCDC 611949"", ""chemical_formula_sum"": ""C64 H43 N7 O9 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""8"", ""journal_year"": ""2006"", ""journal_page_first"": ""601"", ""journal_name_full"": ""CrystEngComm "", ""publ_author_name"": [""S.Lipstman"", ""S.Muniappan"", ""S.George"", ""I.Goldberg""]}",10.1039/b608852j,,,-3119.286454608563,-3119.220062314148,-3119.147107793654,CrystEngComm 
228,NESHUO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NESHUO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NESHUO.cif,[N]12=C3C=CC2=C(c2ccccc2)c2n4[Ni@]51n1c(=C3)ccc1=C(C1=[N]5C(=C(c4cc2)Br)C=C1)c1ccccc1,"{""audit_creation_date"": ""1998-04-30"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NESHUO"", ""database_code_depnum_ccdc_archive"": ""CCDC 1218701"", ""chemical_formula_sum"": ""C32 H19 Br1 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""50"", ""journal_year"": ""1997"", ""journal_page_first"": ""495"", ""journal_name_full"": ""Aust.J.Chem. "", ""publ_author_name"": [""D.P.Arnold"", ""R.C.Bott"", ""H.Eldridge"", ""F.M.Elms"", ""G.Smith"", ""Mike Zojaji""]}",10.1071/c96173,,,-5529.559622872624,-5529.539181884117,-5529.472525845598,Aust.J.Chem. 
229,NESJAW,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NESJAW_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NESJAW.cif,c1(ccccc1)C1=C2[N]3=C(C(=c4n5[Ni@@]63n3c1ccc3C=C1[N]6=C(C=C1)C(=c5cc4)c1ccccc1)C#C[Si](C)(C)C)C=C2,"{""audit_creation_date"": ""1998-04-30"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NESJAW"", ""database_code_depnum_ccdc_archive"": ""CCDC 1218702"", ""chemical_formula_sum"": ""C37 H28 N4 Ni1 Si1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""50"", ""journal_year"": ""1997"", ""journal_page_first"": ""495"", ""journal_name_full"": ""Aust.J.Chem. "", ""publ_author_name"": [""D.P.Arnold"", ""R.C.Bott"", ""H.Eldridge"", ""F.M.Elms"", ""G.Smith"", ""Mike Zojaji""]}",10.1071/c96173,,,-3440.670710366814,-3440.650052349743,-3440.587026875532,Aust.J.Chem. 
230,NEYCAV01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/NEYCAV01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/NEYCAV01.cif,[Co]123(n4c5=CC6=[N]1C(=Cc1c(c(c(C=C7C(=C(C(=[N]37)C=c4c(c5CC)CC)CC)CC)n21)CC)CC)C(=C6CC)CC)N=O,"{""audit_creation_date"": ""1999-07-19"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""NEYCAV01"", ""database_code_depnum_ccdc_archive"": ""CCDC 103035"", ""chemical_formula_sum"": ""C36 H44 Co1 N5 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""121"", ""journal_year"": ""1999"", ""journal_page_first"": ""3829"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""N.Godbout"", ""L.K.Sanders"", ""R.Salzmann"", ""R.H.Havlin"", ""M.Wojdelski"", ""E.Oldfield""]}",10.1021/ja9832820,,,-3127.202083857395,-3127.176577745385,-3127.106063389994,J.Am.Chem.Soc. 
